"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"1400000US47157020210","Census Tract 202.10, Shelby County, Tennessee","2091","131","1360","163","914","163","731","174","2.3","3.7","3.6","5.6","0.0","3.8","0.0","4.7","3.5","2.8","0.0","2.5","0.0","3.8","10.1","7.7","13.8","6.3","6.4","6.6","1.8","2.7","27.6","12.9","14.0","7.3","10.7","9.1","10.2","8.5","20.2","12.0","8.8","5.2","11.5","7.0","11.3","6.6","13.0","11.8","26.2","7.6","28.9","9.9","32.4","12.5","11.9","8.5","8.9","4.9","10.2","6.4","15.2","9.3","6.6","8.7","19.5","6.8","24.3","8.4","24.3","10.4","10.5","11.9","0.7","1.1","1.0","1.8","0.0","3.8","0.0","4.7","2.2","1.8","3.3","2.9","4.9","4.3","0.0","4.7","58482","13258","67008","8174","71989","5032","29782","8253","67751","8253","77842","10188","N","N","46168","13791","38.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.7","(X)"
"1400000US47157020221","Census Tract 202.21, Shelby County, Tennessee","1039","95","740","117","503","101","299","104","4.8","4.3","3.4","4.8","0.0","6.7","8.4","9.8","3.2","2.9","1.8","2.7","2.6","4.0","6.7","6.9","10.9","5.7","7.6","7.0","3.4","4.0","19.1","15.3","8.1","4.3","8.0","5.1","8.0","7.5","8.4","8.1","15.8","8.0","19.3","10.2","12.5","8.0","7.0","6.7","19.8","7.1","11.1","5.4","12.5","6.9","41.5","20.0","9.1","4.4","12.8","6.9","12.1","7.0","8.0","9.2","18.0","7.4","21.6","9.5","27.6","13.2","1.0","2.1","6.5","3.7","9.2","5.2","13.5","7.2","0.0","11.0","3.8","2.5","5.3","3.5","7.8","5.0","0.0","11.0","53822","6303","71667","18926","99450","30806","50078","25064","77459","10607","89756","13082","N","N","41889","8321","41.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.4","(X)"
"1400000US47157020222","Census Tract 202.22, Shelby County, Tennessee","1012","95","717","111","491","110","295","104","7.2","6.7","1.0","1.7","0.0","6.9","22.4","20.5","3.1","2.9","2.1","3.1","0.0","6.9","5.4","6.3","11.4","7.3","12.3","9.8","4.9","6.3","9.2","8.8","3.1","2.5","10.5","7.6","6.3","5.5","0.0","11.2","23.8","9.7","27.1","11.7","32.0","14.4","3.4","5.7","18.2","7.8","14.6","8.9","21.4","12.4","26.8","15.2","22.1","8.2","20.8","9.1","26.5","12.1","23.1","18.8","8.6","4.8","8.1","5.6","3.7","3.7","9.8","10.0","2.6","2.4","3.6","3.4","5.3","5.1","0.0","11.2","0.0","3.4","0.0","4.8","0.0","6.9","0.0","11.2","51563","13509","48398","12682","63295","19934","54375","27974","59716","7962","60604","7908","N","N","54848","19028","44.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.3","(X)"
"1400000US47157020300","Census Tract 203, Shelby County, Tennessee","2394","207","1379","179","891","205","1015","197","9.9","5.6","11.0","8.1","3.6","3.7","8.5","5.9","10.2","5.0","8.6","6.5","1.9","3.1","17.3","9.5","12.2","6.4","7.2","4.4","5.4","4.8","19.1","13.5","11.5","5.1","8.9","5.3","9.7","7.1","15.1","10.3","11.2","5.5","6.5","4.9","6.6","6.6","16.0","11.6","20.2","7.1","22.8","10.3","23.6","11.2","16.6","9.4","7.2","4.2","12.5","7.2","17.6","10.0","0.0","3.4","14.5","6.3","19.7","8.1","27.4","11.2","7.5","12.0","3.0","2.6","2.8","3.0","4.3","4.8","0.0","3.4","0.0","1.4","0.0","2.5","0.0","3.8","0.0","3.4","46364","13534","54835","11104","74647","13996","26262","11190","53244","6914","61404","9505","N","N","35368","10242","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.4","(X)"
"1400000US47157020400","Census Tract 204, Shelby County, Tennessee","350","50","258","43","229","44","92","47","1.1","1.7","0.0","12.7","0.0","14.1","4.3","7.3","2.3","3.4","0.0","12.7","0.0","14.1","8.7","12.2","0.0","9.5","0.0","12.7","0.0","14.1","0.0","30.6","12.3","9.9","6.6","7.1","5.7","7.2","32.6","27.8","20.9","12.8","19.8","14.5","18.8","15.6","23.9","25.8","27.4","11.7","29.1","14.4","25.3","15.9","18.5","17.3","20.3","10.8","23.3","12.9","26.2","14.5","12.0","14.8","7.1","5.4","9.7","7.6","10.9","8.5","0.0","30.6","8.6","8.3","11.6","11.3","13.1","12.7","0.0","30.6","0.0","9.5","0.0","12.7","0.0","14.1","0.0","30.6","56923","5633","59583","23594","75096","30397","42500","16805","71695","11562","81709","15458","N","N","42479","9584","21.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)"
"1400000US47157020511","Census Tract 205.11, Shelby County, Tennessee","762","66","530","82","333","62","232","70","7.3","5.2","5.1","4.6","6.9","7.1","12.5","14.0","7.7","5.8","4.7","3.8","0.0","10.0","14.7","15.8","20.2","7.5","13.8","10.3","6.9","6.0","34.9","18.1","6.0","4.0","3.4","3.7","0.0","10.0","12.1","9.4","11.7","6.0","9.1","6.5","6.9","5.5","17.7","12.5","13.1","5.2","16.8","7.2","17.4","9.5","4.7","5.8","11.9","5.5","15.7","7.6","11.7","7.7","3.4","5.3","15.9","6.2","22.8","9.5","36.3","13.3","0.0","14.0","4.9","3.8","7.0","5.4","11.1","8.2","0.0","14.0","1.2","1.7","1.7","2.5","2.7","4.0","0.0","14.0","43750","15055","72292","16885","100179","41213","19667","6553","59338","8013","74004","10700","N","N","25832","7195","48.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39.7","(X)"
"1400000US47157020512","Census Tract 205.12, Shelby County, Tennessee","2294","200","1219","227","345","139","1075","209","15.0","6.6","11.2","8.7","0.0","9.6","23.3","10.2","20.7","7.1","17.0","9.6","0.0","9.6","25.0","9.5","12.7","5.1","7.4","6.6","4.6","7.7","17.5","9.3","10.5","5.4","12.9","9.1","0.0","9.6","12.6","8.1","10.6","5.4","11.1","8.5","7.0","10.4","10.0","9.3","15.4","6.8","15.1","7.7","24.9","18.5","8.1","6.8","5.0","3.3","8.6","5.8","20.0","14.4","2.0","3.2","8.5","4.5","13.6","7.4","38.0","20.0","1.5","2.5","0.8","1.1","1.6","2.2","5.5","7.4","0.0","3.2","0.8","1.4","1.6","2.7","0.0","9.6","0.0","3.2","26381","7493","38032","13449","97656","33561","15634","4170","47618","17157","65392","30380","N","N","24319","5572","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)"
"1400000US47157020521","Census Tract 205.21, Shelby County, Tennessee","1264","87","810","112","196","81","454","99","24.6","8.0","18.9","9.3","0.0","16.3","36.8","14.2","10.2","5.3","10.4","6.7","7.1","9.9","13.0","9.4","19.1","6.5","21.9","8.5","24.0","20.0","9.3","6.1","16.5","6.6","11.9","7.4","0.0","16.3","29.5","13.3","11.2","5.2","11.9","6.5","26.0","18.5","9.3","6.3","11.7","4.9","17.9","7.0","28.1","15.4","2.2","4.0","4.4","2.6","5.6","3.8","11.2","10.4","0.0","7.4","1.8","1.8","0.9","1.4","0.0","16.3","0.0","7.4","0.6","0.9","0.9","1.4","3.6","5.9","0.0","7.4","0.0","2.7","0.0","4.2","0.0","16.3","0.0","7.4","22845","4538","24612","3720","47500","13728","15100","9865","28863","3565","32538","4494","N","N","18821","4521","39.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)"
"1400000US47157020523","Census Tract 205.23, Shelby County, Tennessee","957","100","752","102","342","90","205","75","15.9","6.7","14.2","8.1","5.3","6.7","35.1","18.5","5.9","5.1","8.2","6.5","4.1","6.6","1.5","6.5","15.9","8.0","11.0","7.1","6.4","7.4","16.1","14.6","22.9","9.1","22.3","10.3","26.9","19.0","24.9","18.6","19.6","8.8","20.1","10.9","24.3","19.3","18.0","15.5","8.5","5.6","12.2","7.3","19.3","14.6","0.0","15.6","4.8","3.3","4.9","3.8","5.6","6.9","4.4","7.0","6.6","4.7","6.9","5.8","8.2","10.3","0.0","15.6","0.0","3.6","0.0","4.5","0.0","9.7","0.0","15.6","0.0","3.6","0.0","4.5","0.0","9.7","0.0","15.6","29795","3638","31206","4353","42232","12071","23281","11121","35879","5055","38135","5942","N","N","22975","6351","40.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)"
"1400000US47157020524","Census Tract 205.24, Shelby County, Tennessee","1603","86","1116","110","435","82","487","111","9.9","4.5","9.7","5.4","5.1","6.0","14.0","9.2","6.8","4.4","4.7","4.3","0.0","7.7","11.7","10.0","18.5","6.0","15.1","6.8","4.6","5.1","26.1","11.7","14.6","5.7","14.6","6.6","14.3","10.6","15.0","9.1","14.9","5.4","15.0","6.3","23.4","12.0","14.8","10.9","17.2","5.3","19.9","6.7","21.8","10.6","8.8","7.7","10.5","3.9","16.5","6.2","19.1","10.6","2.7","4.2","6.9","4.0","3.6","3.3","9.2","8.6","7.0","7.6","0.0","2.2","0.0","3.1","0.0","7.7","0.0","6.9","0.7","0.9","1.0","1.2","2.5","3.2","0.0","6.9","35750","8967","43566","8767","62781","33826","19861","15131","50722","10172","56506","14433","N","N","33010","9240","51.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","(X)"
"1400000US47157020531","Census Tract 205.31, Shelby County, Tennessee","1683","107","1293","126","732","131","390","113","3.9","3.0","3.1","3.3","1.4","2.1","6.4","5.6","4.0","3.1","3.2","3.4","0.0","4.7","6.7","7.3","14.4","5.4","13.2","6.1","4.1","3.8","25.4","13.9","11.2","5.0","12.0","6.0","4.6","4.4","8.5","7.5","16.6","6.7","18.6","8.0","17.2","10.0","16.4","13.4","27.7","6.8","24.5","6.7","31.1","9.5","34.4","17.5","13.6","6.3","14.2","6.2","21.7","10.8","2.3","4.3","7.4","4.6","9.6","6.0","16.9","10.1","0.0","8.6","1.2","2.0","1.6","2.5","2.9","4.5","0.0","8.6","0.0","2.1","0.0","2.7","0.0","4.7","0.0","8.6","49909","6771","49792","10193","67955","14508","36765","20912","53325","4852","55939","6215","N","N","39024","7789","39.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)"
"1400000US47157020532","Census Tract 205.32, Shelby County, Tennessee","2310","178","1252","171","689","138","1058","209","8.8","5.8","3.5","3.4","0.0","4.9","16.2","12.1","3.5","3.3","2.4","3.8","0.0","4.9","4.8","6.0","17.4","7.8","15.3","10.0","1.3","2.2","26.0","12.9","11.3","6.1","5.9","4.3","4.9","5.4","19.0","12.2","17.0","8.4","12.9","8.5","4.2","4.2","15.7","12.3","24.2","6.8","31.5","10.2","47.8","15.9","13.9","8.2","13.6","5.8","22.6","10.9","33.4","14.4","2.1","2.8","3.1","2.6","4.6","4.3","8.4","7.7","1.3","2.1","1.1","1.3","1.1","1.9","0.0","4.9","1.0","1.8","0.0","1.5","0.0","2.8","0.0","4.9","0.0","3.3","41378","9788","54194","6564","68166","9271","26026","4956","47507","4719","57380","7717","N","N","33182","5652","46.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","56.5","(X)"
"1400000US47157020541","Census Tract 205.41, Shelby County, Tennessee","1789","131","1165","154","524","115","624","158","8.1","5.5","3.9","3.9","0.0","6.5","20.4","14.7","5.7","3.9","6.8","5.3","0.0","6.5","3.7","4.6","12.9","5.7","15.3","7.0","6.9","8.6","6.4","5.9","8.0","5.1","8.1","6.6","4.4","4.4","9.9","8.7","11.8","5.6","8.8","4.9","7.4","5.3","17.3","12.4","22.7","7.2","20.3","7.5","30.0","11.6","27.2","14.6","8.0","4.3","11.9","6.0","15.5","9.4","1.9","2.9","15.3","6.5","15.7","6.3","23.1","10.6","13.1","12.0","4.3","2.8","4.4","3.5","6.7","6.2","0.0","5.5","3.2","3.2","4.9","4.8","6.1","9.5","0.0","5.5","51736","7307","58977","12464","75700","16936","38432","11476","66182","10595","74178","14899","N","N","44826","12061","50.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)"
"1400000US47157020542","Census Tract 205.42, Shelby County, Tennessee","2363","144","1372","224","220","136","991","230","13.2","7.7","25.3","12.5","0.0","14.7","14.2","11.7","7.2","3.9","2.5","4.0","0.0","14.7","13.7","7.5","25.9","10.3","19.7","13.2","0.0","14.7","26.7","13.5","20.3","8.9","24.3","11.5","0.0","14.7","22.3","14.3","9.3","5.0","7.9","6.2","27.3","26.2","1.1","2.3","13.9","6.6","16.0","9.1","58.6","29.7","3.3","4.9","6.0","4.0","4.3","5.2","14.1","23.0","8.4","7.0","3.3","2.8","0.0","2.5","0.0","14.7","7.8","7.0","1.0","1.6","0.0","2.5","0.0","14.7","2.4","4.0","0.0","1.5","0.0","2.5","0.0","14.7","0.0","3.5","26357","5144","25742","6138","67800","17065","22327","4614","36777","5675","29952","6668","N","N","38751","11048","36.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.3","(X)"
"1400000US47157020610","Census Tract 206.10, Shelby County, Tennessee","1744","126","950","138","438","109","794","142","3.2","3.0","3.1","4.8","0.0","7.7","7.1","6.8","3.6","2.7","4.3","4.1","3.4","4.8","2.8","3.0","21.6","6.9","22.4","10.0","14.6","9.9","24.2","9.8","19.7","6.0","16.0","7.7","7.1","7.8","24.2","9.2","15.1","5.6","14.0","7.6","17.4","14.7","14.2","8.3","17.9","5.6","14.2","5.8","17.4","9.0","18.3","9.2","10.2","4.6","15.7","7.3","25.6","12.0","5.2","5.8","4.6","3.1","4.3","4.6","7.8","9.7","2.6","3.2","3.5","3.5","5.2","5.8","5.0","7.7","1.5","2.4","0.5","0.7","0.8","1.4","1.8","3.0","0.0","4.3","35661","4277","41170","11877","63875","23735","31870","2296","50680","6879","55769","12243","N","N","40829","7026","31.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.3","(X)"
"1400000US47157020621","Census Tract 206.21, Shelby County, Tennessee","3090","94","2003","258","848","130","1087","245","5.0","3.5","3.8","4.6","0.0","4.0","7.2","5.7","8.2","4.2","3.7","2.9","4.2","4.6","17.7","11.0","17.4","6.4","14.0","6.8","1.7","2.6","23.6","12.4","17.7","6.8","22.2","8.7","6.7","5.2","8.4","6.8","16.7","6.3","15.9","7.3","23.2","11.3","20.2","12.5","18.3","6.0","14.7","6.8","18.8","9.4","23.0","14.7","7.2","3.1","12.2","4.8","14.6","7.4","0.0","3.2","4.9","2.7","6.5","3.8","14.0","8.1","0.0","3.2","4.1","2.8","6.3","4.4","14.9","10.2","0.0","3.2","0.5","0.9","0.8","1.4","1.9","3.2","0.0","3.2","35761","4166","40306","6702","65667","18146","25825","11139","48967","5060","57363","7519","N","N","31488","6693","39.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.9","(X)"
"1400000US47157020622","Census Tract 206.22, Shelby County, Tennessee","1624","94","1092","121","809","126","532","108","1.6","1.7","1.6","2.3","2.1","3.1","1.7","2.4","2.0","2.4","2.2","3.4","3.0","4.6","1.5","2.4","9.2","4.7","5.7","4.6","0.0","4.2","18.4","12.0","15.8","6.2","11.4","6.0","6.7","5.9","30.1","13.8","17.3","6.1","13.2","6.3","11.6","6.2","21.8","11.7","14.9","4.9","13.1","5.7","15.1","6.6","16.5","7.9","14.2","5.1","19.0","7.5","19.7","7.5","4.5","4.1","14.5","6.1","21.0","8.3","27.2","10.3","1.3","2.1","9.2","4.4","11.7","5.3","14.7","6.9","4.1","6.8","1.3","1.5","1.1","1.8","0.0","4.2","0.0","6.4","56765","11673","78472","16412","86875","14540","33929","8995","78449","13487","92239","19497","N","N","45444","11828","47.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","48.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.7","(X)"
"1400000US47157020632","Census Tract 206.32, Shelby County, Tennessee","1883","88","1443","127","1273","126","440","111","2.4","2.2","0.4","0.6","0.0","2.7","8.9","8.8","1.8","1.4","2.3","1.8","2.1","1.9","0.0","7.6","3.6","2.3","0.0","2.4","0.0","2.7","15.5","9.6","7.1","3.8","7.5","4.7","6.6","5.0","5.7","6.0","7.9","3.3","7.3","3.7","5.3","2.9","9.8","6.7","23.3","5.4","18.0","5.5","20.4","6.2","40.5","13.8","21.3","6.7","23.3","8.3","22.5","8.4","14.8","9.3","20.9","5.3","26.7","7.3","27.3","7.8","5.0","4.8","7.8","3.6","9.1","4.3","10.4","4.9","0.0","7.6","4.1","2.1","5.4","2.7","5.4","3.0","0.0","7.6","80370","8231","88262","7319","88814","8674","55417","6713","89056","7010","99857","7611","N","N","52635","8325","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","11.6","(X)"
"1400000US47157020633","Census Tract 206.33, Shelby County, Tennessee","1137","69","805","78","713","93","332","80","4.6","2.6","0.0","4.3","0.0","4.8","15.7","8.7","0.7","1.2","0.0","4.3","0.0","4.8","2.4","4.1","5.5","2.7","4.3","3.2","4.9","3.7","8.1","4.8","8.4","4.6","6.3","4.1","7.2","4.6","13.3","10.4","15.7","6.0","11.3","6.6","9.7","6.8","26.2","13.9","17.7","6.0","18.0","6.8","19.5","7.8","16.9","11.7","14.0","5.2","16.0","6.5","15.0","6.2","9.0","6.8","24.5","5.2","33.7","7.2","33.4","7.6","2.4","3.7","6.1","3.9","7.2","5.2","8.1","5.9","3.3","3.8","3.0","2.4","3.1","2.7","2.2","2.5","2.7","4.6","72629","7455","94052","4578","93781","7156","37303","6709","83699","7439","97708","9146","N","N","49729","12756","31.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)"
"1400000US47157020634","Census Tract 206.34, Shelby County, Tennessee","1128","46","848","91","708","98","280","78","1.0","1.5","0.0","4.0","0.0","4.8","3.9","5.9","1.8","1.9","0.0","4.0","0.0","4.8","7.1","7.8","5.4","4.0","3.2","3.0","1.0","1.6","15.7","14.2","13.7","5.7","8.4","5.2","10.0","6.3","29.6","15.6","16.2","6.2","14.4","7.0","11.6","7.2","18.2","13.6","18.0","6.5","16.5","6.4","13.8","6.1","22.5","15.0","22.9","7.8","29.5","10.1","33.1","11.4","2.9","4.9","15.2","5.7","20.3","7.3","21.5","8.2","0.0","11.7","3.8","2.9","5.1","3.9","5.8","4.4","0.0","11.7","2.0","2.3","2.7","3.0","3.2","3.6","0.0","11.7","66143","8836","80558","3307","81667","2632","32500","7385","73129","7032","85228","8572","N","N","35654","5711","39.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.1","(X)"
"1400000US47157020635","Census Tract 206.35, Shelby County, Tennessee","936","48","662","50","491","57","274","54","0.6","1.0","2.9","2.8","0.0","6.9","0.0","12.0","1.9","3.1","0.0","5.1","0.0","6.9","6.6","10.4","10.7","4.1","5.7","4.6","4.1","4.7","17.9","8.9","8.4","4.3","0.9","1.3","1.2","1.7","26.6","13.3","12.8","5.7","13.3","6.3","9.0","5.6","15.3","10.7","24.6","5.2","27.0","7.0","23.4","6.8","17.2","7.5","13.7","4.7","15.9","5.6","20.4","7.1","6.2","5.6","16.3","5.3","22.2","7.6","29.9","9.4","2.2","3.2","6.8","4.7","6.3","4.7","7.1","5.9","8.0","11.9","4.1","2.3","5.7","3.3","4.9","3.6","0.0","12.0","66000","7764","75192","11823","89769","8031","34659","15062","93495","25079","109458","30841","N","N","52708","19403","31.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.5","(X)"
"1400000US47157020642","Census Tract 206.42, Shelby County, Tennessee","3355","184","2573","219","2174","240","782","242","2.2","1.7","2.2","2.1","1.2","1.9","2.4","4.3","2.5","2.2","0.6","1.0","0.7","1.2","8.6","9.0","4.1","2.6","1.9","2.4","0.5","0.8","11.1","7.2","1.2","1.4","1.6","1.8","0.7","1.2","0.0","4.4","5.0","2.9","6.1","3.8","2.9","2.1","1.7","2.9","19.6","5.6","15.9","5.8","14.4","5.7","31.5","13.1","19.5","6.1","17.4","5.9","20.6","6.9","26.3","14.3","24.1","5.5","26.9","6.7","29.4","7.1","15.2","9.3","15.1","5.0","19.2","6.3","21.9","7.0","1.4","2.4","6.8","2.7","8.3","3.6","7.8","3.6","1.8","2.8","93887","9171","106688","9262","115235","10626","73066","8360","105809","7997","115403","10287","N","N","73458","13143","31.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.8","(X)"
"1400000US47157020643","Census Tract 206.43, Shelby County, Tennessee","2969","141","2457","143","2098","161","512","120","0.9","1.1","0.7","1.1","0.0","1.7","2.0","3.2","0.0","1.2","0.0","1.4","0.0","1.7","0.0","6.6","1.6","1.5","0.0","1.4","0.0","1.7","9.2","8.4","6.3","2.7","4.7","2.9","2.4","2.1","14.1","10.0","11.0","4.2","9.2","4.2","9.8","4.8","22.1","12.2","12.1","5.0","13.6","5.9","10.1","4.9","4.7","5.6","22.4","5.8","22.7","6.4","23.0","6.8","18.2","10.5","27.4","5.8","27.4","6.5","30.5","6.9","27.3","10.8","12.3","5.0","14.9","6.1","16.4","6.4","0.0","6.6","6.0","3.4","6.7","4.0","7.8","4.7","2.5","4.1","97930","7884","99569","8707","108354","11405","68214","36096","107038","9196","109418","7851","N","N","94304","42286","33.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)"
"1400000US47157020644","Census Tract 206.44, Shelby County, Tennessee","3350","137","2423","244","1864","244","927","236","4.5","2.6","0.9","1.1","0.7","1.1","14.0","8.2","1.0","1.0","0.0","1.4","0.0","1.9","3.5","3.8","12.2","6.2","6.4","4.3","2.1","3.1","27.3","15.3","7.5","3.6","8.6","4.7","4.8","3.9","8.5","6.1","9.1","4.3","11.6","6.1","7.8","4.6","5.1","4.6","21.1","5.4","21.6","6.2","23.0","6.9","20.1","10.1","16.7","5.3","17.1","6.2","19.3","7.6","14.0","11.0","17.3","5.5","20.8","6.9","26.4","8.7","6.9","4.6","6.8","3.8","9.2","5.3","11.9","6.9","0.6","1.2","3.8","2.4","3.8","2.9","4.0","3.3","0.0","3.7","69194","6472","76311","8141","86905","9371","31157","18800","80225","8333","89927","9229","N","N","45363","7317","41.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","42.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.7","(X)"
