OBJECTID,FID_TelecomVT,TelecomNod,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
73,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,102,1400000US47157002000,47,157,002000,20,Tract,0.373000000000000,10442031.0000000,17,1400000US47157002000,47157002000.000000000000000,"Census Tract 20, Shelby County, Tennessee",1840,248,22926,28811,14048.083683220047533,10442031.295815000310540
74,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,103,1400000US47157002100,47,157,002100,21,Tract,0.298000000000000,8549448.0000000,18,1400000US47157002100,47157002100.000000000000000,"Census Tract 21, Shelby County, Tennessee",1355,198,17609,49767,12365.445785865984362,8549448.747084116563201
75,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,104,1400000US47157002400,47,157,002400,24,Tract,0.477000000000000,13309610.0000000,19,1400000US47157002400,47157002400.000000000000000,"Census Tract 24, Shelby County, Tennessee",2445,280,19873,32953,15247.024690599700989,13309609.890925725921988
76,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,105,1400000US47157002500,47,157,002500,25,Tract,0.628000000000000,17500530.0000000,20,1400000US47157002500,47157002500.000000000000000,"Census Tract 25, Shelby County, Tennessee",2785,318,31450,56108,17777.019337577567057,17500530.214902818202972
77,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,111,1400000US47157003400,47,157,003400,34,Tract,0.355000000000000,9965540.0000000,29,1400000US47157003400,47157003400.000000000000000,"Census Tract 34, Shelby County, Tennessee",2397,311,39643,62099,6057.810953270266509,1563076.143937194487080
78,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,114,1400000US47157003800,47,157,003800,38,Tract,0.277000000000000,7595320.5000000,33,1400000US47157003800,47157003800.000000000000000,"Census Tract 38, Shelby County, Tennessee",1128,130,15958,23126,8294.227938678821374,3230797.694892606697977
79,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,115,1400000US47157003900,47,157,003900,39,Tract,0.229000000000000,6356709.5000000,34,1400000US47157003900,47157003900.000000000000000,"Census Tract 39, Shelby County, Tennessee",1315,154,10969,23739,6322.166176955795891,652796.977507109753788
80,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,116,1400000US47157004200,47,157,004200,42,Tract,0.646000000000000,28873128.0000000,35,1400000US47157004200,47157004200.000000000000000,"Census Tract 42, Shelby County, Tennessee",2682,179,59450,82311,2086.216275152463822,154357.933854554605205
81,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,178980.742798465915257,696763612.799381494522095
82,4,0.000000000000000,-47.950000000000003,0.000000000000000,-1.000000000000000,2.251629167390000,-53.899999999999999,31.339862794799998,45.700000000000003,220,1400000US47157000200,47,157,000200,2,Tract,0.408000000000000,11892734.0000000,2,1400000US47157000200,47157000200.000000000000000,"Census Tract 2, Shelby County, Tennessee",893,177,14451,23112,17124.943846944803227,11892733.850474631413817
83,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,22,1400000US47157022111,47,157,022111,221.11,Tract,1.605000000000000,44885872.0000000,203,1400000US47157022111,47157022111.000000000000000,"Census Tract 221.11, Shelby County, Tennessee",5066,658,31725,35282,14032.203332720355320,6821392.491395595483482
84,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,45808688.0000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962,13213.338346119378912,4765102.392399372532964
85,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,39,1400000US47157007822,47,157,007822,78.22,Tract,0.901000000000000,25005718.0000000,63,1400000US47157007822,47157007822.000000000000000,"Census Tract 78.22, Shelby County, Tennessee",1775,301,22888,28896,22404.390962378696713,22695200.056419406086206
86,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,5846.819017783624076,986765.539399039000273
87,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,60,1400000US47157007500,47,157,007500,75,Tract,0.667000000000000,18585752.0000000,60,1400000US47157007500,47157007500.000000000000000,"Census Tract 75, Shelby County, Tennessee",1563,335,22240,29829,8227.961368107273302,1280731.229584079701453
88,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,17100.054607488626061,8110983.718916641548276
89,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,29217.610311567350436,31739420.941707059741020
90,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,12867.135025390627561,9724764.271590456366539
91,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,14322.966713877845905,7929275.058942159637809
92,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,13748.011870695059770,4761862.687158193439245
93,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,120,1400000US47157005500,47,157,005500,55,Tract,1.295000000000000,36476980.0000000,41,1400000US47157005500,47157005500.000000000000000,"Census Tract 55, Shelby County, Tennessee",2078,337,17790,29063,2154.074105284235884,221064.546785416605417
94,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,121,1400000US47157005600,47,157,005600,56,Tract,1.620000000000000,44867228.0000000,42,1400000US47157005600,47157005600.000000000000000,"Census Tract 56, Shelby County, Tennessee",3590,376,26068,34564,17276.403384904246195,15827017.062777908518910
95,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,53120168.0000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064,32522.254963022922311,53120165.245494998991489
96,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,203,1400000US47157022023,47,157,022023,220.23,Tract,0.554000000000000,15385959.0000000,201,1400000US47157022023,47157022023.000000000000000,"Census Tract 220.23, Shelby County, Tennessee",1821,244,41719,59382,18747.783794551232859,15385959.709529228508472
97,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,27741334.0000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269,23548.572158682109148,27741333.915957193821669
98,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,205,1400000US47157022112,47,157,022112,221.12,Tract,1.271000000000000,35342956.0000000,204,1400000US47157022112,47157022112.000000000000000,"Census Tract 221.12, Shelby County, Tennessee",6386,691,31593,37351,19513.003415458380914,23146692.915023133158684
99,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,209,1400000US47157022220,47,157,022220,222.20,Tract,2.727000000000000,75967456.0000000,209,1400000US47157022220,47157022220.000000000000000,"Census Tract 222.20, Shelby County, Tennessee",3340,362,29329,34844,4945.399953732852737,781573.635498207993805
100,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,168625152.0000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,68294.576916021891520,158415190.417909383773804
101,5,0.000000000000000,-46.385714285699997,3.000000000000000,3.000000000000000,1.556656707460000,-35.399999999999999,29.665098942000000,35.325000000000003,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,59596.249495563650271,134486904.479851365089417
102,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,31,1400000US47157003200,47,157,003200,32,Tract,0.553000000000000,15410713.0000000,27,1400000US47157003200,47157003200.000000000000000,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,15486.853643953398205,15132826.033334059640765
103,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,32,1400000US47157003600,47,157,003600,36,Tract,0.468000000000000,13098519.0000000,31,1400000US47157003600,47157003600.000000000000000,"Census Tract 36, Shelby County, Tennessee",1767,330,21146,46524,11685.745355369672325,7248906.047073619440198
104,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,36,1400000US47157006300,47,157,006300,63,Tract,0.467000000000000,12863532.0000000,48,1400000US47157006300,47157006300.000000000000000,"Census Tract 63, Shelby County, Tennessee",2563,300,44261,67468,15893.216806744265341,12863532.115299183875322
105,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,37,1400000US47157006800,47,157,006800,68,Tract,0.497000000000000,13881032.0000000,53,1400000US47157006800,47157006800.000000000000000,"Census Tract 68, Shelby County, Tennessee",2194,339,17172,26119,17922.140723652162706,13881032.021094640716910
106,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,15526.558300734050135,12724513.442350238561630
107,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,39,1400000US47157007822,47,157,007822,78.22,Tract,0.901000000000000,25005718.0000000,63,1400000US47157007822,47157007822.000000000000000,"Census Tract 78.22, Shelby County, Tennessee",1775,301,22888,28896,7023.898624743923392,2310517.815880404785275
108,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,15318.048217741090411,10227210.224773513153195
109,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,46,1400000US47157011500,47,157,011500,115,Tract,0.922000000000000,25692492.0000000,104,1400000US47157011500,47157011500.000000000000000,"Census Tract 115, Shelby County, Tennessee",2823,501,23415,26618,22266.246383674424578,23926533.346168015152216
110,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,54,1400000US47157006700,47,157,006700,67,Tract,0.724000000000000,20177384.0000000,52,1400000US47157006700,47157006700.000000000000000,"Census Tract 67, Shelby County, Tennessee",3289,747,19653,25772,22908.254150003471295,20177383.664812333881855
111,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,19607.608258146115986,20558120.562041658908129
112,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,56,1400000US47157007000,47,157,007000,70,Tract,0.594000000000000,16716838.0000000,55,1400000US47157007000,47157007000.000000000000000,"Census Tract 70, Shelby County, Tennessee",3489,391,27440,34215,19070.388787029150990,16716837.931062325835228
113,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,57,1400000US47157007100,47,157,007100,71,Tract,0.683000000000000,19344270.0000000,56,1400000US47157007100,47157007100.000000000000000,"Census Tract 71, Shelby County, Tennessee",2280,263,59191,169269,17052.394394292568904,14975746.260581206530333
114,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,58,1400000US47157007300,47,157,007300,73,Tract,0.740000000000000,20719780.0000000,58,1400000US47157007300,47157007300.000000000000000,"Census Tract 73, Shelby County, Tennessee",4920,563,22143,60293,3900.731988265755717,703251.308985875220969
115,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,59,1400000US47157007400,47,157,007400,74,Tract,0.654000000000000,18146462.0000000,59,1400000US47157007400,47157007400.000000000000000,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,10722.228029301628339,7696260.141625136137009
116,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,60,1400000US47157007500,47,157,007500,75,Tract,0.667000000000000,18585752.0000000,60,1400000US47157007500,47157007500.000000000000000,"Census Tract 75, Shelby County, Tennessee",1563,335,22240,29829,16586.290475596953911,17305020.592083286494017
117,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,38610.473897054762347,56367917.186210915446281
118,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,9358.429938334134931,5756578.015733473002911
119,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,22040.123258737003198,29470883.357066500931978
120,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,64,1400000US47157008000,47,157,008000,80,Tract,1.035000000000000,28841808.0000000,65,1400000US47157008000,47157008000.000000000000000,"Census Tract 80, Shelby County, Tennessee",5109,608,26813,37708,16484.983718944142311,15487887.493555415421724
121,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,17282.601980560528318,11181190.108484266325831
122,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,20663.105825082955562,26338182.360701318830252
123,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,97,1400000US47157011600,47,157,011600,116,Tract,0.591000000000000,16412050.0000000,105,1400000US47157011600,47157011600.000000000000000,"Census Tract 116, Shelby County, Tennessee",2449,383,17609,21994,2767.719952644123623,219916.220266642310889
124,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,5835.369341242708288,687099.375537533313036
125,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,23382.636366537491995,23066539.018661268055439
126,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,110,1400000US47157003300,47,157,003300,33,Tract,0.434000000000000,11911964.0000000,28,1400000US47157003300,47157003300.000000000000000,"Census Tract 33, Shelby County, Tennessee",2585,294,75057,102616,14312.820947141737634,11911964.046320807188749
127,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,111,1400000US47157003400,47,157,003400,34,Tract,0.355000000000000,9965540.0000000,29,1400000US47157003400,47157003400.000000000000000,"Census Tract 34, Shelby County, Tennessee",2397,311,39643,62099,11962.409986997188753,8402463.562257518991828
128,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,112,1400000US47157003500,47,157,003500,35,Tract,0.546000000000000,15376662.0000000,30,1400000US47157003500,47157003500.000000000000000,"Census Tract 35, Shelby County, Tennessee",3305,314,60450,92722,15765.116308848109838,15376662.394673805683851
129,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,113,1400000US47157003700,47,157,003700,37,Tract,0.268000000000000,7546542.5000000,32,1400000US47157003700,47157003700.000000000000000,"Census Tract 37, Shelby County, Tennessee",1208,119,13615,20984,5119.369997703228364,1423452.058224881999195
130,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,118,1400000US47157004600,47,157,004600,46,Tract,0.495000000000000,13761481.0000000,38,1400000US47157004600,47157004600.000000000000000,"Census Tract 46, Shelby County, Tennessee",1375,157,23561,31217,10147.881259411389692,5436807.727704645134509
131,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,121,1400000US47157005600,47,157,005600,56,Tract,1.620000000000000,44867228.0000000,42,1400000US47157005600,47157005600.000000000000000,"Census Tract 56, Shelby County, Tennessee",3590,376,26068,34564,14213.411767082474398,5900162.943450821563601
132,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,122,1400000US47157005700,47,157,005700,57,Tract,0.559000000000000,15630515.0000000,43,1400000US47157005700,47157005700.000000000000000,"Census Tract 57, Shelby County, Tennessee",2367,421,27031,33256,9466.624251768131217,5144146.648081498220563
133,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,123,1400000US47157005900,47,157,005900,59,Tract,0.548000000000000,15283924.0000000,45,1400000US47157005900,47157005900.000000000000000,"Census Tract 59, Shelby County, Tennessee",2473,467,18456,23553,8383.474851904953539,3173890.305154237896204
134,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,124,1400000US47157006000,47,157,006000,60,Tract,0.590000000000000,16464045.0000000,46,1400000US47157006000,47157006000.000000000000000,"Census Tract 60, Shelby County, Tennessee",2130,463,26860,33939,18281.963454385382647,16464044.234099181368947
135,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,125,1400000US47157006200,47,157,006200,62,Tract,0.627000000000000,17605618.0000000,47,1400000US47157006200,47157006200.000000000000000,"Census Tract 62, Shelby County, Tennessee",1939,252,28563,48249,17756.686590952715051,17605618.406480055302382
136,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,126,1400000US47157006400,47,157,006400,64,Tract,0.373000000000000,10336824.0000000,49,1400000US47157006400,47157006400.000000000000000,"Census Tract 64, Shelby County, Tennessee",1888,303,33661,48044,12901.610902686023110,10336823.009878359735012
137,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,127,1400000US47157006500,47,157,006500,65,Tract,0.823000000000000,23121492.0000000,50,1400000US47157006500,47157006500.000000000000000,"Census Tract 65, Shelby County, Tennessee",2588,443,21524,42164,22328.106122819881421,23121491.202783845365047
138,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,128,1400000US47157006600,47,157,006600,66,Tract,0.806000000000000,22408408.0000000,51,1400000US47157006600,47157006600.000000000000000,"Census Tract 66, Shelby County, Tennessee",2260,220,38864,47872,21421.243346155370091,22408409.106168847531080
139,6,0.000000000000000,-65.116666666699999,0.000000000000000,0.000000000000000,1.792481250360000,-73.250000000000000,26.885194190600000,41.500000000000000,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,2686.915231440832940,53006.932908546019462
140,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,3,1400000US47157020222,47,157,020222,202.22,Tract,13.440000000000000,373894496.0000000,112,1400000US47157020222,47157020222.000000000000000,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,39802.819704264802567,82688256.249010071158409
141,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,18606.251315193487244,16407366.718365967273712
142,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,44,1400000US47157010210,47,157,010210,102.10,Tract,1.390000000000000,38759212.0000000,87,1400000US47157010210,47157010210.000000000000000,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,24916.961457411100128,27122563.186641789972782
143,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,78,1400000US47157009901,47,157,009901,99.01,Tract,6.754000000000000,205611328.0000000,82,1400000US47157009901,47157009901.000000000000000,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,51047.066855419165222,59764029.209634341299534
144,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,29383.247171442504623,45990455.807819947600365
145,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,43433.945043104031356,60519635.203913204371929
146,7,0.000000000000000,-41.350000000000001,4.000000000000000,-1.000000000000000,1.918295834050000,-40.750000000000000,31.000306450099998,55.600000000000001,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,172504.408044129842892,1103068118.609813690185547
