OBJECTID,FID_PowerDemandVT,PowerNodes,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
92,9,0,20156.8,1,1.000000000000000,2,17238,8522,12000,114,1400000US47157003800,47,157,003800,38,Tract,0.277000000000000,7595320.5000000,33,1400000US47157003800,47157003800.000000000000000,"Census Tract 38, Shelby County, Tennessee",1128,130,15958,23126,11036.877690504325074,7595320.675113957375288
93,9,0,20156.8,1,1.000000000000000,2,17238,8522,12000,115,1400000US47157003900,47,157,003900,39,Tract,0.229000000000000,6356709.5000000,34,1400000US47157003900,47157003900.000000000000000,"Census Tract 39, Shelby County, Tennessee",1315,154,10969,23739,9723.910159641898645,5688817.111219427548349
94,9,0,20156.8,1,1.000000000000000,2,17238,8522,12000,118,1400000US47157004600,47,157,004600,46,Tract,0.495000000000000,13761481.0000000,38,1400000US47157004600,47157004600.000000000000000,"Census Tract 46, Shelby County, Tennessee",1375,157,23561,31217,9610.156443518169908,4339019.765736389905214
95,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,29,1400000US47157002600,47,157,002600,26,Tract,0.462000000000000,12877299.0000000,21,1400000US47157002600,47157002600.000000000000000,"Census Tract 26, Shelby County, Tennessee",2733,230,62536,86810,7879.128791291955167,3170062.533920585177839
96,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,31,1400000US47157003200,47,157,003200,32,Tract,0.553000000000000,15410713.0000000,27,1400000US47157003200,47157003200.000000000000000,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,15149.405138575801175,14536024.171724528074265
97,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,32,1400000US47157003600,47,157,003600,36,Tract,0.468000000000000,13098519.0000000,31,1400000US47157003600,47157003600.000000000000000,"Census Tract 36, Shelby County, Tennessee",1767,330,21146,46524,10206.028228049686732,4746293.843555407598615
98,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,36,1400000US47157006300,47,157,006300,63,Tract,0.467000000000000,12863532.0000000,48,1400000US47157006300,47157006300.000000000000000,"Census Tract 63, Shelby County, Tennessee",2563,300,44261,67468,15893.216806744265341,12863532.115299183875322
99,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,37,1400000US47157006800,47,157,006800,68,Tract,0.497000000000000,13881032.0000000,53,1400000US47157006800,47157006800.000000000000000,"Census Tract 68, Shelby County, Tennessee",2194,339,17172,26119,7728.662759284752610,2957426.780619312077761
100,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,46,1400000US47157011500,47,157,011500,115,Tract,0.922000000000000,25692492.0000000,104,1400000US47157011500,47157011500.000000000000000,"Census Tract 115, Shelby County, Tennessee",2823,501,23415,26618,23987.248264443787775,25692491.797360051423311
101,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,54,1400000US47157006700,47,157,006700,67,Tract,0.724000000000000,20177384.0000000,52,1400000US47157006700,47157006700.000000000000000,"Census Tract 67, Shelby County, Tennessee",3289,747,19653,25772,6567.583479664114748,2095645.857828977052122
102,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,6542.234081019538280,2354881.974461842328310
103,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,19179.733556053921347,6970803.363012440502644
104,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,97,1400000US47157011600,47,157,011600,116,Tract,0.591000000000000,16412050.0000000,105,1400000US47157011600,47157011600.000000000000000,"Census Tract 116, Shelby County, Tennessee",2449,383,17609,21994,9383.135341582976253,3496873.732287096790969
105,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,6702.910451566045595,2608058.880614900030196
106,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,7251.923357641484472,1456242.147054067580029
107,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,110,1400000US47157003300,47,157,003300,33,Tract,0.434000000000000,11911964.0000000,28,1400000US47157003300,47157003300.000000000000000,"Census Tract 33, Shelby County, Tennessee",2585,294,75057,102616,14312.820947141737634,11911964.046320807188749
108,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,111,1400000US47157003400,47,157,003400,34,Tract,0.355000000000000,9965540.0000000,29,1400000US47157003400,47157003400.000000000000000,"Census Tract 34, Shelby County, Tennessee",2397,311,39643,62099,12772.078914497325968,9656420.811191057786345
109,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,112,1400000US47157003500,47,157,003500,35,Tract,0.546000000000000,15376662.0000000,30,1400000US47157003500,47157003500.000000000000000,"Census Tract 35, Shelby County, Tennessee",3305,314,60450,92722,15765.116308848109838,15376662.394673805683851
110,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,113,1400000US47157003700,47,157,003700,37,Tract,0.268000000000000,7546542.5000000,32,1400000US47157003700,47157003700.000000000000000,"Census Tract 37, Shelby County, Tennessee",1208,119,13615,20984,3119.543442770914226,413820.514086048235185
111,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,118,1400000US47157004600,47,157,004600,46,Tract,0.495000000000000,13761481.0000000,38,1400000US47157004600,47157004600.000000000000000,"Census Tract 46, Shelby County, Tennessee",1375,157,23561,31217,12932.214377490243351,8965086.230714101344347
112,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,122,1400000US47157005700,47,157,005700,57,Tract,0.559000000000000,15630515.0000000,43,1400000US47157005700,47157005700.000000000000000,"Census Tract 57, Shelby County, Tennessee",2367,421,27031,33256,2807.124847820840387,332000.598855775024276
113,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,123,1400000US47157005900,47,157,005900,59,Tract,0.548000000000000,15283924.0000000,45,1400000US47157005900,47157005900.000000000000000,"Census Tract 59, Shelby County, Tennessee",2473,467,18456,23553,8981.561145139326982,4555218.357115149497986
114,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,124,1400000US47157006000,47,157,006000,60,Tract,0.590000000000000,16464045.0000000,46,1400000US47157006000,47157006000.000000000000000,"Census Tract 60, Shelby County, Tennessee",2130,463,26860,33939,17379.325576591309073,14988004.245490128174424
115,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,125,1400000US47157006200,47,157,006200,62,Tract,0.627000000000000,17605618.0000000,47,1400000US47157006200,47157006200.000000000000000,"Census Tract 62, Shelby County, Tennessee",1939,252,28563,48249,17756.686590952715051,17605618.406480055302382
116,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,126,1400000US47157006400,47,157,006400,64,Tract,0.373000000000000,10336824.0000000,49,1400000US47157006400,47157006400.000000000000000,"Census Tract 64, Shelby County, Tennessee",1888,303,33661,48044,12901.610902686023110,10336823.009878359735012
117,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,127,1400000US47157006500,47,157,006500,65,Tract,0.823000000000000,23121492.0000000,50,1400000US47157006500,47157006500.000000000000000,"Census Tract 65, Shelby County, Tennessee",2588,443,21524,42164,21099.125414485861256,22329248.360701698809862
118,10,0,18042.4444444,1,-1.000000000000000,2,16130,8638,14424,128,1400000US47157006600,47,157,006600,66,Tract,0.806000000000000,22408408.0000000,51,1400000US47157006600,47157006600.000000000000000,"Census Tract 66, Shelby County, Tennessee",2260,220,38864,47872,15664.065992646535960,10871417.894453024491668
119,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,45808688.0000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962,3020.416945533228500,410831.413230993202887
120,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,39,1400000US47157007822,47,157,007822,78.22,Tract,0.901000000000000,25005718.0000000,63,1400000US47157007822,47157007822.000000000000000,"Census Tract 78.22, Shelby County, Tennessee",1775,301,22888,28896,19508.067197354346717,17868396.478935055434704
121,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,7755.376069031321094,2621165.794659026898444
122,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,60,1400000US47157007500,47,157,007500,75,Tract,0.667000000000000,18585752.0000000,60,1400000US47157007500,47157007500.000000000000000,"Census Tract 75, Shelby County, Tennessee",1563,335,22240,29829,3404.340025826232704,435312.688138537923805
123,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,36725.116769268643111,50796401.432049132883549
124,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,33810.506468968800618,37495999.002279773354530
125,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,12905.245817153843745,5760252.546159610152245
126,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,127,1400000US47157006500,47,157,006500,65,Tract,0.823000000000000,23121492.0000000,50,1400000US47157006500,47157006500.000000000000000,"Census Tract 65, Shelby County, Tennessee",2588,443,21524,42164,4390.986229649453890,792242.883359469007701
127,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,53120168.0000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064,22501.478213597598369,22688198.701652236282825
128,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,203,1400000US47157022023,47,157,022023,220.23,Tract,0.554000000000000,15385959.0000000,201,1400000US47157022023,47157022023.000000000000000,"Census Tract 220.23, Shelby County, Tennessee",1821,244,41719,59382,13408.402592167363764,10647726.323561621829867
129,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,27741334.0000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269,1373.663492531081602,52354.626260418357560
130,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,168625152.0000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,50163.610173831191787,90132021.057005122303963
131,11,0,21246.8,1,1.000000000000000,1,16130,9260,16058,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,22638.190105906185636,23419515.943990513682365
132,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,22,1400000US47157022111,47,157,022111,221.11,Tract,1.605000000000000,44885872.0000000,203,1400000US47157022111,47157022111.000000000000000,"Census Tract 221.11, Shelby County, Tennessee",5066,658,31725,35282,26955.894334174503456,43645685.993660226464272
133,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,23,1400000US47157022122,47,157,022122,221.22,Tract,1.011000000000000,28202550.0000000,206,1400000US47157022122,47157022122.000000000000000,"Census Tract 221.22, Shelby County, Tennessee",4135,418,34911,48576,21219.221067706701433,28202549.696423638612032
134,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,24,1400000US47157022321,47,157,022321,223.21,Tract,1.640000000000000,45808688.0000000,211,1400000US47157022321,47157022321.000000000000000,"Census Tract 223.21, Shelby County, Tennessee",3740,626,32995,42962,14758.709113671704472,11128940.695374267175794
135,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,201,1400000US47157021900,47,157,021900,219,Tract,5.808000000000000,165847936.0000000,199,1400000US47157021900,47157021900.000000000000000,"Census Tract 219, Shelby County, Tennessee",5409,613,37763,42255,27798.685309481639706,40108662.399564772844315
136,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,53120168.0000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064,23090.648611296142917,30431966.256243586540222
137,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,203,1400000US47157022023,47,157,022023,220.23,Tract,0.554000000000000,15385959.0000000,201,1400000US47157022023,47157022023.000000000000000,"Census Tract 220.23, Shelby County, Tennessee",1821,244,41719,59382,12185.272883569045007,4738233.671194711700082
138,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,27741334.0000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269,23421.610302808669076,27688979.300504833459854
139,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,205,1400000US47157022112,47,157,022112,221.12,Tract,1.271000000000000,35342956.0000000,204,1400000US47157022112,47157022112.000000000000000,"Census Tract 221.12, Shelby County, Tennessee",6386,691,31593,37351,23872.169156989421026,35342957.065835431218147
140,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,206,1400000US47157022121,47,157,022121,221.21,Tract,1.689000000000000,47065204.0000000,205,1400000US47157022121,47157022121.000000000000000,"Census Tract 221.21, Shelby County, Tennessee",4961,501,64115,67950,23314.962114631838631,27568543.686501983553171
141,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,207,1400000US47157022130,47,157,022130,221.30,Tract,1.900000000000000,55323612.0000000,207,1400000US47157022130,47157022130.000000000000000,"Census Tract 221.30, Shelby County, Tennessee",5916,702,45552,56675,21702.457821259013144,24229757.870971411466599
142,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,211,1400000US47157022322,47,157,022322,223.22,Tract,1.602000000000000,44816076.0000000,212,1400000US47157022322,47157022322.000000000000000,"Census Tract 223.22, Shelby County, Tennessee",3867,438,34674,44066,11093.130117358847201,4818412.966703463345766
143,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,168625152.0000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,22227.828569529847300,30305369.864195380359888
144,12,0,18020.5714286,1,-1.000000000000000,2,16130,7105,9665,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,33850.100602156853711,69516830.708740159869194
145,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,44,1400000US47157010210,47,157,010210,102.10,Tract,1.390000000000000,38759212.0000000,87,1400000US47157010210,47157010210.000000000000000,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,15909.473014036420864,5117884.329114470630884
146,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,78,1400000US47157009901,47,157,009901,99.01,Tract,6.754000000000000,205611328.0000000,82,1400000US47157009901,47157009901.000000000000000,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,60256.921351080389286,92667273.763961061835289
147,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,35204.364961383726040,58837381.431451722979546
148,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,81,1400000US47157010110,47,157,010110,101.10,Tract,1.620000000000000,45044016.0000000,85,1400000US47157010110,47157010110.000000000000000,"Census Tract 101.10, Shelby County, Tennessee",7848,1102,16286,23065,23996.895650272253988,26294137.935465827584267
149,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,4780.968547582747306,980189.499955008970574
150,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,32803.107363380753668,28013031.903247095644474
151,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,86316.542238038702635,260583205.873502552509308
152,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,35730.707839868126030,47176998.741164043545723
153,13,0,9984.66666667,0,1.000000000000000,1,10168,8043,12587,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,15583.054020540716010,9993811.601109789684415
154,14,0,23560,2,2.000000000000000,2,22994,7635,13400,26,1400000US47157000700,47,157,000700,7,Tract,0.964000000000000,26835498.0000000,6,1400000US47157000700,47157000700.000000000000000,"Census Tract 7, Shelby County, Tennessee",4530,748,26009,38673,25761.576738244137232,26835498.299942124634981
155,14,0,23560,2,2.000000000000000,2,22994,7635,13400,28,1400000US47157001700,47,157,001700,17,Tract,0.635000000000000,17715092.0000000,15,1400000US47157001700,47157001700.000000000000000,"Census Tract 17, Shelby County, Tennessee",3778,278,49747,65162,15752.529407690568405,15922768.062763869762421
156,14,0,23560,2,2.000000000000000,2,22994,7635,13400,29,1400000US47157002600,47,157,002600,26,Tract,0.462000000000000,12877299.0000000,21,1400000US47157002600,47157002600.000000000000000,"Census Tract 26, Shelby County, Tennessee",2733,230,62536,86810,8089.165936957495433,3173525.240637139882892
157,14,0,23560,2,2.000000000000000,2,22994,7635,13400,48,1400000US47157000300,47,157,000300,3,Tract,1.109000000000000,30970066.0000000,3,1400000US47157000300,47157000300.000000000000000,"Census Tract 3, Shelby County, Tennessee",934,149,22024,31391,14285.626959108500159,7934777.663638034835458
158,14,0,23560,2,2.000000000000000,2,22994,7635,13400,49,1400000US47157000400,47,157,000400,4,Tract,0.879000000000000,25271346.0000000,4,1400000US47157000400,47157000400.000000000000000,"Census Tract 4, Shelby County, Tennessee",1782,291,19360,24972,20503.988301434132154,24547798.051609102636576
159,14,0,23560,2,2.000000000000000,2,22994,7635,13400,50,1400000US47157000600,47,157,000600,6,Tract,1.498000000000000,54819752.0000000,5,1400000US47157000600,47157000600.000000000000000,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,31453.717118774271512,54819752.489629246294498
160,14,0,23560,2,2.000000000000000,2,22994,7635,13400,51,1400000US47157000800,47,157,000800,8,Tract,0.787000000000000,23272338.0000000,7,1400000US47157000800,47157000800.000000000000000,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,19854.939666272795876,16172543.997549170628190
161,14,0,23560,2,2.000000000000000,2,22994,7635,13400,52,1400000US47157000900,47,157,000900,9,Tract,0.913000000000000,25409478.0000000,8,1400000US47157000900,47157000900.000000000000000,"Census Tract 9, Shelby County, Tennessee",2600,400,15620,22580,18605.266187320255995,21607280.909282200038433
162,14,0,23560,2,2.000000000000000,2,22994,7635,13400,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,23781.906853994645644,27311167.916558537632227
163,14,0,23560,2,2.000000000000000,2,22994,7635,13400,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,29974.475544125984015,32373379.920565504580736
164,14,0,23560,2,2.000000000000000,2,22994,7635,13400,94,1400000US47157011200,47,157,011200,112,Tract,0.464000000000000,13013904.0000000,101,1400000US47157011200,47157011200.000000000000000,"Census Tract 112, Shelby County, Tennessee",1647,241,17622,26550,13481.521320638059478,9153564.541722092777491
165,14,0,23560,2,2.000000000000000,2,22994,7635,13400,99,1400000US47157001500,47,157,001500,15,Tract,0.529000000000000,14870155.0000000,13,1400000US47157001500,47157001500.000000000000000,"Census Tract 15, Shelby County, Tennessee",1519,213,22923,30218,10711.240666553616393,4598316.052629712969065
166,14,0,23560,2,2.000000000000000,2,22994,7635,13400,100,1400000US47157001600,47,157,001600,16,Tract,1.193000000000000,33634280.0000000,14,1400000US47157001600,47157001600.000000000000000,"Census Tract 16, Shelby County, Tennessee",3236,311,76071,122298,21631.943254646805144,23162588.167190689593554
167,14,0,23560,2,2.000000000000000,2,22994,7635,13400,101,1400000US47157001900,47,157,001900,19,Tract,0.357000000000000,9895025.0000000,16,1400000US47157001900,47157001900.000000000000000,"Census Tract 19, Shelby County, Tennessee",1322,221,25250,29429,4362.889428462597607,873218.244353706482798
168,15,0,5880.6,0,0.000000000000000,1,4300,5851,6451,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,2447.522763562496039,70507.710433807267691
169,15,0,5880.6,0,0.000000000000000,1,4300,5851,6451,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,32838.875038143545680,38745188.258863598108292
170,16,0,9338.5,0,0.000000000000000,1,9101,7818,12587,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,116059.974399560189340,655761318.945728659629822
171,16,0,9338.5,0,0.000000000000000,1,9101,7818,12587,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,87310.003232297953218,172608073.116135716438293
172,16,0,9338.5,0,0.000000000000000,1,9101,7818,12587,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,42200.655377490649698,104483709.102146744728088
173,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,18257.573587136070273,17782726.555122062563896
174,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,3068.581813835415232,348085.560190661752131
175,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,27300.818223852271331,30252132.084608700126410
176,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,29676.344398251378152,21023928.860682617872953
177,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,33142.709575358676375,63506251.964675940573215
178,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,7131.180427109940865,2505666.945808596443385
179,17,0,16623.1666667,0,0.000000000000000,2,10983,19098,16603,138,1400000US47157020531,47,157,020531,205.31,Tract,6.771000000000000,189637872.0000000,120,1400000US47157020531,47157020531.000000000000000,"Census Tract 205.31, Shelby County, Tennessee",5785,560,43393,50709,6971.230207828746643,2544532.660571976099163
180,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,27,1400000US47157001200,47,157,001200,12,Tract,0.837000000000000,23210502.0000000,10,1400000US47157001200,47157001200.000000000000000,"Census Tract 12, Shelby County, Tennessee",3908,579,45500,47301,3273.346578559537647,295540.191988288250286
181,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,30,1400000US47157002700,47,157,002700,27,Tract,0.524000000000000,14508687.0000000,22,1400000US47157002700,47157002700.000000000000000,"Census Tract 27, Shelby County, Tennessee",2045,468,40043,54499,15685.030163561930749,14508686.760313343256712
182,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,31,1400000US47157003200,47,157,003200,32,Tract,0.553000000000000,15410713.0000000,27,1400000US47157003200,47157003200.000000000000000,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,5285.675558674101012,874688.638423501164652
183,18,0,27773.6666667,3,2.000000000000000,1,29466,6536,6941,37,1400000US47157006800,47,157,006800,68,Tract,0.497000000000000,13881032.0000000,53,1400000US47157006800,47157006800.000000000000000,"Census Tract 68, Shelby County, Tennessee",2194,339,17172,26119,10081.500849791866131,5542852.523775788955390
