OBJECTID,FID_WaterVT,WaterNodeD,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
91,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,113,1400000US47157003700,47,157,003700,37,Tract,0.268000000000000,7546542.5000000,32,1400000US47157003700,47157003700.000000000000000,"Census Tract 37, Shelby County, Tennessee",1208,119,13615,20984,11846.577552065520649,7546542.874181990511715
92,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,114,1400000US47157003800,47,157,003800,38,Tract,0.277000000000000,7595320.5000000,33,1400000US47157003800,47157003800.000000000000000,"Census Tract 38, Shelby County, Tennessee",1128,130,15958,23126,9150.335389084208146,4344427.977597089484334
93,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,115,1400000US47157003900,47,157,003900,39,Tract,0.229000000000000,6356709.5000000,34,1400000US47157003900,47157003900.000000000000000,"Census Tract 39, Shelby County, Tennessee",1315,154,10969,23739,635.635111465224895,14036.330550048149234
94,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,118,1400000US47157004600,47,157,004600,46,Tract,0.495000000000000,13761481.0000000,38,1400000US47157004600,47157004600.000000000000000,"Census Tract 46, Shelby County, Tennessee",1375,157,23561,31217,15479.514671236584036,13761481.191551618278027
95,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,121,1400000US47157005600,47,157,005600,56,Tract,1.620000000000000,44867228.0000000,42,1400000US47157005600,47157005600.000000000000000,"Census Tract 56, Shelby County, Tennessee",3590,376,26068,34564,875.094918819357531,41676.519449591869488
96,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,122,1400000US47157005700,47,157,005700,57,Tract,0.559000000000000,15630515.0000000,43,1400000US47157005700,47157005700.000000000000000,"Census Tract 57, Shelby County, Tennessee",2367,421,27031,33256,10267.932440296586719,5897059.759212115779519
97,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,123,1400000US47157005900,47,157,005900,59,Tract,0.548000000000000,15283924.0000000,45,1400000US47157005900,47157005900.000000000000000,"Census Tract 59, Shelby County, Tennessee",2473,467,18456,23553,13385.758032764979362,10565992.706649050116539
98,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,124,1400000US47157006000,47,157,006000,60,Tract,0.590000000000000,16464045.0000000,46,1400000US47157006000,47157006000.000000000000000,"Census Tract 60, Shelby County, Tennessee",2130,463,26860,33939,14986.445185281549129,10537328.779664278030396
99,4,0,50836.6666667,3,3.000000000000000,1,46505,25552,33513,125,1400000US47157006200,47,157,006200,62,Tract,0.627000000000000,17605618.0000000,47,1400000US47157006200,47157006200.000000000000000,"Census Tract 62, Shelby County, Tennessee",1939,252,28563,48249,15500.675291529827518,13649876.940582443028688
100,5,0,12587.2857143,1,1.000000000000000,2,5793,12892,15276,78,1400000US47157009901,47,157,009901,99.01,Tract,6.754000000000000,205611328.0000000,82,1400000US47157009901,47157009901.000000000000000,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,39785.933976198910386,36161262.497709527611732
101,5,0,12587.2857143,1,1.000000000000000,2,5793,12892,15276,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,18007.688925822767487,11495792.761139255017042
102,5,0,12587.2857143,1,1.000000000000000,2,5793,12892,15276,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,151095.632644527882803,1147428473.832986593246460
103,5,0,12587.2857143,1,1.000000000000000,2,5793,12892,15276,130,1400000US47157020102,47,157,020102,201.02,Tract,28.986999999999998,808781952.0000000,109,1400000US47157020102,47157020102.000000000000000,"Census Tract 201.02, Shelby County, Tennessee",2861,211,61202,78938,71220.215789416441112,149284645.243254631757736
104,5,0,12587.2857143,1,1.000000000000000,2,5793,12892,15276,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,45052.877214075429947,108297142.756571799516678
105,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,78,1400000US47157009901,47,157,009901,99.01,Tract,6.754000000000000,205611328.0000000,82,1400000US47157009901,47157009901.000000000000000,"Census Tract 99.01, Shelby County, Tennessee",2982,394,25714,40810,74521.197848748808610,142772946.683937221765518
106,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,79,1400000US47157009902,47,157,009902,99.02,Tract,1.600000000000000,44962232.0000000,83,1400000US47157009902,47157009902.000000000000000,"Census Tract 99.02, Shelby County, Tennessee",2643,375,25489,48351,30370.924262853812252,32898653.767512705177069
107,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,22996.733772678922833,23633376.039094313979149
108,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,81,1400000US47157010110,47,157,010110,101.10,Tract,1.620000000000000,45044016.0000000,85,1400000US47157010110,47157010110.000000000000000,"Census Tract 101.10, Shelby County, Tennessee",7848,1102,16286,23065,29040.960505973060208,40002862.014082230627537
109,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,36224.039358488931612,54019322.978726916015148
110,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,10465.827755947237165,4238426.506196848116815
111,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,9176.014392540153494,2865800.967635922599584
112,6,0,23427.4,1,-1.000000000000000,2,20532,19004,34180,129,1400000US47157020101,47,157,020101,201.01,Tract,53.273000000000003,1844317312.0000000,108,1400000US47157020101,47157020101.000000000000000,"Census Tract 201.01, Shelby County, Tennessee",4131,699,30479,60872,73928.384574811905622,144885009.575062751770020
113,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,2,1400000US47157011800,47,157,011800,118,Tract,1.483000000000000,41451196.0000000,107,1400000US47157011800,47157011800.000000000000000,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,126.967324069114312,730.202785515811684
114,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,31,1400000US47157003200,47,157,003200,32,Tract,0.553000000000000,15410713.0000000,27,1400000US47157003200,47157003200.000000000000000,"Census Tract 32, Shelby County, Tennessee",3696,320,33851,43047,6009.170487431638321,1325864.209220022195950
115,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,36,1400000US47157006300,47,157,006300,63,Tract,0.467000000000000,12863532.0000000,48,1400000US47157006300,47157006300.000000000000000,"Census Tract 63, Shelby County, Tennessee",2563,300,44261,67468,14436.768873066022934,11762304.443657919764519
116,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,37,1400000US47157006800,47,157,006800,68,Tract,0.497000000000000,13881032.0000000,53,1400000US47157006800,47157006800.000000000000000,"Census Tract 68, Shelby County, Tennessee",2194,339,17172,26119,17922.140723652162706,13881032.021094640716910
117,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,10345.177990175538071,4559459.698110356926918
118,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,6586.087619233094301,2087076.185067218029872
119,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,46,1400000US47157011500,47,157,011500,115,Tract,0.922000000000000,25692492.0000000,104,1400000US47157011500,47157011500.000000000000000,"Census Tract 115, Shelby County, Tennessee",2823,501,23415,26618,2286.036284332292780,242658.609512799361255
120,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,54,1400000US47157006700,47,157,006700,67,Tract,0.724000000000000,20177384.0000000,52,1400000US47157006700,47157006700.000000000000000,"Census Tract 67, Shelby County, Tennessee",3289,747,19653,25772,22908.254150003471295,20177383.664812333881855
121,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,19603.403100754505431,20558103.827073648571968
122,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,56,1400000US47157007000,47,157,007000,70,Tract,0.594000000000000,16716838.0000000,55,1400000US47157007000,47157007000.000000000000000,"Census Tract 70, Shelby County, Tennessee",3489,391,27440,34215,18170.072159586517955,15676275.577309165149927
123,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,57,1400000US47157007100,47,157,007100,71,Tract,0.683000000000000,19344270.0000000,56,1400000US47157007100,47157007100.000000000000000,"Census Tract 71, Shelby County, Tennessee",2280,263,59191,169269,13794.030687140904774,10501494.383708873763680
124,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,59,1400000US47157007400,47,157,007400,74,Tract,0.654000000000000,18146462.0000000,59,1400000US47157007400,47157007400.000000000000000,"Census Tract 74, Shelby County, Tennessee",2948,353,42738,55276,5857.852477932240618,1428951.954506018199027
125,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,30604.791118482706224,46627868.442971631884575
126,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,7183.598359273647475,2737575.807632699608803
127,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,63,1400000US47157007900,47,157,007900,79,Tract,1.057000000000000,29470884.0000000,64,1400000US47157007900,47157007900.000000000000000,"Census Tract 79, Shelby County, Tennessee",5852,758,22979,33275,22040.123258737003198,29470883.357066500931978
128,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,64,1400000US47157008000,47,157,008000,80,Tract,1.035000000000000,28841808.0000000,65,1400000US47157008000,47157008000.000000000000000,"Census Tract 80, Shelby County, Tennessee",5109,608,26813,37708,18174.181379060431937,20727056.445475865155458
129,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,15599.664124983981310,5954048.502360705286264
130,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,17457.159718586724921,15409999.535519212484360
131,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,109,1400000US47157003100,47,157,003100,31,Tract,1.082000000000000,30195822.0000000,26,1400000US47157003100,47157003100.000000000000000,"Census Tract 31, Shelby County, Tennessee",3511,361,50962,82300,19693.878918911366782,16913447.027079217135906
132,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,110,1400000US47157003300,47,157,003300,33,Tract,0.434000000000000,11911964.0000000,28,1400000US47157003300,47157003300.000000000000000,"Census Tract 33, Shelby County, Tennessee",2585,294,75057,102616,9783.386824360430182,5055401.526059614494443
133,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,124,1400000US47157006000,47,157,006000,60,Tract,0.590000000000000,16464045.0000000,46,1400000US47157006000,47157006000.000000000000000,"Census Tract 60, Shelby County, Tennessee",2130,463,26860,33939,10708.967066712308224,5926715.449229880236089
134,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,125,1400000US47157006200,47,157,006200,62,Tract,0.627000000000000,17605618.0000000,47,1400000US47157006200,47157006200.000000000000000,"Census Tract 62, Shelby County, Tennessee",1939,252,28563,48249,9402.629963294737536,3955741.473973449785262
135,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,126,1400000US47157006400,47,157,006400,64,Tract,0.373000000000000,10336824.0000000,49,1400000US47157006400,47157006400.000000000000000,"Census Tract 64, Shelby County, Tennessee",1888,303,33661,48044,12901.610902686023110,10336823.009878359735012
136,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,127,1400000US47157006500,47,157,006500,65,Tract,0.823000000000000,23121492.0000000,50,1400000US47157006500,47157006500.000000000000000,"Census Tract 65, Shelby County, Tennessee",2588,443,21524,42164,22328.106122819881421,23121491.202783845365047
137,7,0,51544.3333333,3,3.000000000000000,1,46183,24355,33513,128,1400000US47157006600,47,157,006600,66,Tract,0.806000000000000,22408408.0000000,51,1400000US47157006600,47157006600.000000000000000,"Census Tract 66, Shelby County, Tennessee",2260,220,38864,47872,21421.243346155370091,22408409.106168847531080
138,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,23,1400000US47157022122,47,157,022122,221.22,Tract,1.011000000000000,28202550.0000000,206,1400000US47157022122,47157022122.000000000000000,"Census Tract 221.22, Shelby County, Tennessee",4135,418,34911,48576,18587.141119995118061,22232718.958207037299871
139,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,40,1400000US47157008200,47,157,008200,82,Tract,0.960000000000000,26936146.0000000,68,1400000US47157008200,47157008200.000000000000000,"Census Tract 82, Shelby County, Tennessee",5298,519,22946,32991,9546.101732083960087,3230570.748102100100368
140,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,55,1400000US47157006900,47,157,006900,69,Tract,0.741000000000000,20558120.0000000,54,1400000US47157006900,47157006900.000000000000000,"Census Tract 69, Shelby County, Tennessee",3202,384,29715,38415,21.726443177178702,16.734514516002047
141,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,61,1400000US47157007810,47,157,007810,78.10,Tract,2.310000000000000,64478900.0000000,61,1400000US47157007810,47157007810.000000000000000,"Census Tract 78.10, Shelby County, Tennessee",2274,355,26637,30587,15501.035251360981420,8677063.361846877261996
142,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,62,1400000US47157007821,47,157,007821,78.21,Tract,1.348000000000000,37496000.0000000,62,1400000US47157007821,47157007821.000000000000000,"Census Tract 78.21, Shelby County, Tennessee",5828,814,17677,29993,18217.941704306260363,15457188.696281809359789
143,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,65,1400000US47157008110,47,157,008110,81.10,Tract,0.749000000000000,20905954.0000000,66,1400000US47157008110,47157008110.000000000000000,"Census Tract 81.10, Shelby County, Tennessee",2866,354,20096,35206,16088.443513903879648,14951905.793674049898982
144,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,66,1400000US47157008120,47,157,008120,81.20,Tract,1.236000000000000,34267456.0000000,67,1400000US47157008120,47157008120.000000000000000,"Census Tract 81.20, Shelby County, Tennessee",3918,370,26114,38399,20874.256243020205147,18857458.098155252635479
145,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,85,1400000US47157010500,47,157,010500,105,Tract,1.772000000000000,49498016.0000000,90,1400000US47157010500,47157010500.000000000000000,"Census Tract 105, Shelby County, Tennessee",1686,358,26250,32277,2522.811436094856163,170598.833723949443083
146,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,201,1400000US47157021900,47,157,021900,219,Tract,5.808000000000000,165847936.0000000,199,1400000US47157021900,47157021900.000000000000000,"Census Tract 219, Shelby County, Tennessee",5409,613,37763,42255,10158.443656255640235,4414746.666298150084913
147,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,202,1400000US47157022022,47,157,022022,220.22,Tract,1.899000000000000,53120168.0000000,200,1400000US47157022022,47157022022.000000000000000,"Census Tract 220.22, Shelby County, Tennessee",3123,623,16316,28064,27394.857043420575792,42282304.165627628564835
148,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,204,1400000US47157022024,47,157,022024,220.24,Tract,0.998000000000000,27741334.0000000,202,1400000US47157022024,47157022024.000000000000000,"Census Tract 220.24, Shelby County, Tennessee",3222,304,50238,59269,7262.831064722236988,1859267.934413766022772
149,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,205,1400000US47157022112,47,157,022112,221.12,Tract,1.271000000000000,35342956.0000000,204,1400000US47157022112,47157022112.000000000000000,"Census Tract 221.12, Shelby County, Tennessee",6386,691,31593,37351,20089.248438520739001,25123123.133333083242178
150,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,207,1400000US47157022130,47,157,022130,221.30,Tract,1.900000000000000,55323612.0000000,207,1400000US47157022130,47157022130.000000000000000,"Census Tract 221.30, Shelby County, Tennessee",5916,702,45552,56675,9021.852794669241121,3510639.944100924301893
151,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,214,1400000US47157022500,47,157,022500,225,Tract,6.037000000000000,168625152.0000000,215,1400000US47157022500,47157022500.000000000000000,"Census Tract 225, Shelby County, Tennessee",5293,774,41308,57776,21677.333509048821725,29226595.464225985109806
152,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,216,1400000US47157980100,47,157,980100,9801,Tract,7.386000000000000,205706064.0000000,218,1400000US47157980100,47157980100.000000000000000,"Census Tract 9801, Shelby County, Tennessee",65,27,0,0,61704.480384522976237,172430781.474668949842453
153,8,0,44021.8,3,-1.000000000000000,1,44773,16866,19912,221,1400000US47157011010,47,157,011010,110.10,Tract,1.092000000000000,30366530.0000000,98,1400000US47157011010,47157011010.000000000000000,"Census Tract 110.10, Shelby County, Tennessee",4394,546,35953,48615,14419.553396120356410,8049453.527663445100188
154,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,29712.375986964270851,35979265.558723181486130
155,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,5,1400000US47157020523,47,157,020523,205.23,Tract,0.966000000000000,27101464.0000000,118,1400000US47157020523,47157020523.000000000000000,"Census Tract 205.23, Shelby County, Tennessee",3297,488,27574,35394,579.199561495401326,12879.221322190596766
156,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,44,1400000US47157010210,47,157,010210,102.10,Tract,1.390000000000000,38759212.0000000,87,1400000US47157010210,47157010210.000000000000000,"Census Tract 102.10, Shelby County, Tennessee",5670,555,27091,37218,28893.874769767120597,38759211.840091228485107
157,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,50,1400000US47157000600,47,157,000600,6,Tract,1.498000000000000,54819752.0000000,5,1400000US47157000600,47157000600.000000000000000,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,15452.426003872938963,8538073.654117008671165
158,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,51,1400000US47157000800,47,157,000800,8,Tract,0.787000000000000,23272338.0000000,7,1400000US47157000800,47157000800.000000000000000,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,3528.588949867035353,484146.528845864988398
159,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,70,1400000US47157008900,47,157,008900,89,Tract,2.269000000000000,66325472.0000000,73,1400000US47157008900,47157008900.000000000000000,"Census Tract 89, Shelby County, Tennessee",4514,629,25864,29259,11596.996953747284351,6461660.614931087940931
160,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,80,1400000US47157010000,47,157,010000,100,Tract,2.131000000000000,59190452.0000000,84,1400000US47157010000,47157010000.000000000000000,"Census Tract 100, Shelby County, Tennessee",6940,822,30508,35726,27846.436383898690110,35557074.728444643318653
161,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,81,1400000US47157010110,47,157,010110,101.10,Tract,1.620000000000000,45044016.0000000,85,1400000US47157010110,47157010110.000000000000000,"Census Tract 101.10, Shelby County, Tennessee",7848,1102,16286,23065,9658.079638468183475,5041151.739670537412167
162,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,82,1400000US47157010120,47,157,010120,101.20,Tract,2.824000000000000,80600144.0000000,86,1400000US47157010120,47157010120.000000000000000,"Census Tract 101.20, Shelby County, Tennessee",5291,573,23313,28006,13393.038091374406577,7051096.756015266291797
163,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,83,1400000US47157010220,47,157,010220,102.20,Tract,4.047000000000000,114683528.0000000,88,1400000US47157010220,47157010220.000000000000000,"Census Tract 102.20, Shelby County, Tennessee",7238,708,30196,40041,43144.054910712162382,104918526.475689157843590
164,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,84,1400000US47157010300,47,157,010300,103,Tract,2.166000000000000,60519636.0000000,89,1400000US47157010300,47157010300.000000000000000,"Census Tract 103, Shelby County, Tennessee",1743,258,22829,31092,34849.456081654920126,46158041.717279970645905
165,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,132,1400000US47157020221,47,157,020221,202.21,Tract,20.106000000000002,560252800.0000000,111,1400000US47157020221,47157020221.000000000000000,"Census Tract 202.21, Shelby County, Tennessee",2738,262,60046,77378,14671.526694330248574,11094599.458198666572571
166,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,135,1400000US47157020512,47,157,020512,205.12,Tract,3.517000000000000,102217808.0000000,116,1400000US47157020512,47157020512.000000000000000,"Census Tract 205.12, Shelby County, Tennessee",5069,715,26141,46432,41496.258120315098495,90853023.947833672165871
167,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,136,1400000US47157020521,47,157,020521,205.21,Tract,2.983000000000000,84043368.0000000,117,1400000US47157020521,47157020521.000000000000000,"Census Tract 205.21, Shelby County, Tennessee",3844,530,24336,30036,32893.607387587835547,47654139.962817035615444
168,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,137,1400000US47157020524,47,157,020524,205.24,Tract,1.787000000000000,49974500.0000000,119,1400000US47157020524,47157020524.000000000000000,"Census Tract 205.24, Shelby County, Tennessee",4587,396,35022,46696,27362.038599447991146,39068750.299508705735207
169,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,139,1400000US47157020532,47,157,020532,205.32,Tract,3.014000000000000,85482384.0000000,121,1400000US47157020532,47157020532.000000000000000,"Census Tract 205.32, Shelby County, Tennessee",5534,597,41604,48055,7723.190248223703747,3157300.230600779876113
170,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,140,1400000US47157020541,47,157,020541,205.41,Tract,1.771000000000000,49432104.0000000,122,1400000US47157020541,47157020541.000000000000000,"Census Tract 205.41, Shelby County, Tennessee",6001,582,54951,66706,17350.163704926180799,15844295.218942657113075
171,9,0,44040.1428571,3,3.000000000000000,2,37109,34925,63272,141,1400000US47157020542,47,157,020542,205.42,Tract,1.761000000000000,49040100.0000000,123,1400000US47157020542,47157020542.000000000000000,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,8650.040078045012706,4835913.812181152403355
172,10,0,64370,3,4.000000000000000,1,47915,31753,49909,2,1400000US47157011800,47,157,011800,118,Tract,1.483000000000000,41451196.0000000,107,1400000US47157011800,47157011800.000000000000000,"Census Tract 118, Shelby County, Tennessee",5944,651,37241,48662,10014.009222179156495,5300943.429052164778113
173,10,0,64370,3,4.000000000000000,1,47915,31753,49909,4,1400000US47157020511,47,157,020511,205.11,Tract,1.350000000000000,40455344.0000000,115,1400000US47157020511,47157020511.000000000000000,"Census Tract 205.11, Shelby County, Tennessee",2110,226,51136,59116,8773.678661900999941,4476079.740898327901959
174,10,0,64370,3,4.000000000000000,1,47915,31753,49909,6,1400000US47157020610,47,157,020610,206.10,Tract,2.955000000000000,82564896.0000000,124,1400000US47157020610,47157020610.000000000000000,"Census Tract 206.10, Shelby County, Tennessee",3759,398,39934,51836,29484.705598281005223,37971539.826699703931808
175,10,0,64370,3,4.000000000000000,1,47915,31753,49909,26,1400000US47157000700,47,157,000700,7,Tract,0.964000000000000,26835498.0000000,6,1400000US47157000700,47157000700.000000000000000,"Census Tract 7, Shelby County, Tennessee",4530,748,26009,38673,14145.459852898058671,7517504.562666331417859
176,10,0,64370,3,4.000000000000000,1,47915,31753,49909,27,1400000US47157001200,47,157,001200,12,Tract,0.837000000000000,23210502.0000000,10,1400000US47157001200,47157001200.000000000000000,"Census Tract 12, Shelby County, Tennessee",3908,579,45500,47301,19777.828291503799846,23210501.707829315215349
177,10,0,64370,3,4.000000000000000,1,47915,31753,49909,30,1400000US47157002700,47,157,002700,27,Tract,0.524000000000000,14508687.0000000,22,1400000US47157002700,47157002700.000000000000000,"Census Tract 27, Shelby County, Tennessee",2045,468,40043,54499,15685.030163561930749,14508686.760313343256712
178,10,0,64370,3,4.000000000000000,1,47915,31753,49909,38,1400000US47157007200,47,157,007200,72,Tract,0.859000000000000,23826330.0000000,57,1400000US47157007200,47157007200.000000000000000,"Census Tract 72, Shelby County, Tennessee",2453,199,76607,97667,18916.984457615209976,19266868.975498933345079
179,10,0,64370,3,4.000000000000000,1,47915,31753,49909,41,1400000US47157008800,47,157,008800,88,Tract,1.187000000000000,33132554.0000000,72,1400000US47157008800,47157008800.000000000000000,"Census Tract 88, Shelby County, Tennessee",7304,1020,30180,35121,24749.316188493667141,33132554.633571013808250
180,10,0,64370,3,4.000000000000000,1,47915,31753,49909,43,1400000US47157009800,47,157,009800,98,Tract,1.390000000000000,38571056.0000000,81,1400000US47157009800,47157009800.000000000000000,"Census Tract 98, Shelby County, Tennessee",3634,271,36725,46103,25205.184717575237300,38571057.523480147123337
181,10,0,64370,3,4.000000000000000,1,47915,31753,49909,50,1400000US47157000600,47,157,000600,6,Tract,1.498000000000000,54819752.0000000,5,1400000US47157000600,47157000600.000000000000000,"Census Tract 6, Shelby County, Tennessee",1958,315,16814,28726,16574.249150655923586,11129080.279274934902787
182,10,0,64370,3,4.000000000000000,1,47915,31753,49909,51,1400000US47157000800,47,157,000800,8,Tract,0.787000000000000,23272338.0000000,7,1400000US47157000800,47157000800.000000000000000,"Census Tract 8, Shelby County, Tennessee",2400,302,14861,20658,21381.545157014483266,22788191.017123393714428
